Date,gm_cap,tesla_cap
2013-08-05,43.76794869392036,17.21692
2013-08-06,42.82708666757381,16.91585
2013-08-07,42.255423664224935,15.973369999999997
2013-08-08,42.88663489708952,18.26412
2013-08-09,42.898544542992944,18.207
2013-08-12,42.850905959380654,17.53822
2013-08-13,42.68417091673694,17.30617
2013-08-14,42.36261047735294,16.583840000000002
2013-08-15,41.14782659523607,16.62073
2013-08-16,40.94536261488349,16.898
2013-08-19,41.07636871981694,17.2431
2013-08-20,41.4336580969112,17.80002
2013-08-21,41.124007303430616,17.59534
2013-08-22,41.671851014972646,18.6949
2013-08-23,41.7552185362952,19.258841
2013-08-26,41.58848349365149,19.54218
2013-08-27,40.12359704756836,19.87419
2013-08-28,40.39751890334007,19.80755
2013-08-29,41.02873013620465,19.76114
2013-08-30,40.58807323779062,20.111
2013-09-03,40.65953111320836,20.10386
2013-09-04,42.69608056264036,20.304018
2013-09-05,43.26774356598923,20.22167
2013-09-06,43.05336993973323,19.86943
2013-09-09,43.44638825453636,19.1233
2013-09-10,44.06568984149752,19.79803
2013-09-11,43.29156285779607,19.45888
2013-09-12,43.31538214960152,19.62667
2013-09-13,42.946183126605234,19.69926
2013-09-16,43.13673746105578,19.82302
2013-09-17,43.72031011030807,19.78137
2013-09-18,44.756449303877815,19.779942
2013-09-19,44.33961169726923,21.17248
2013-09-20,43.86322586114494,21.82341
2013-09-23,44.22051523823781,21.55209
2013-09-24,44.5897142612341,21.69727
2013-09-25,44.280063467753514,22.043322
2013-09-26,44.00614161198181,22.44816
2013-09-27,43.31538214960152,22.7171
2013-09-30,42.83899631347723,23.01103
2013-10-01,42.767538438059496,22.967
2013-10-02,42.80326737576836,21.53305
2013-10-03,42.02914039206552,20.62389
2013-10-04,42.51743587409323,21.53662
2013-10-07,41.898134287132066,21.78533
2013-10-08,40.74289863453092,20.79287
2013-10-09,40.6833504050152,20.08482
2013-10-10,41.505115972328944,20.57867
2013-10-11,42.10059826748465,21.2653
2013-10-14,42.0767789756792,21.38668
2013-10-15,41.32647128378319,21.88886
2013-10-16,41.838586057616354,21.84364
2013-10-17,42.46979729048093,21.753438
2013-10-18,42.743719146252644,21.8246
2013-10-21,42.27924295603179,20.5394
2013-10-22,42.17205614290378,20.41326
2013-10-23,41.74330889039177,19.5755
2013-10-24,42.43406835277207,20.60485
2013-10-25,42.38642976915978,20.18954
2013-10-28,42.63653233312465,19.38034
2013-10-29,42.946183126605234,19.57193
2013-10-30,44.33961169726923,18.94718
2013-10-31,44.00614161198181,19.03286
2013-11-01,44.530166031718394,19.29823
2013-11-04,44.62544319894297,20.8488
2013-11-05,44.17287665462552,21.04039
2013-11-06,43.577394359469814,17.98804
2013-11-07,42.77944808396152,16.632868
2013-11-08,43.66076188079236,16.41605
2013-11-11,43.68458117259781,17.219062
2013-11-12,43.66076188079236,16.398200000000003
2013-11-13,45.78067885154552,16.5053
2013-11-14,45.85213672696326,16.3744
2013-11-15,46.17369716634727,16.11855
2013-11-18,45.93550424828581,14.46802
2013-11-19,45.26856407771097,15.00471
2013-11-20,44.88745540881126,14.41209
2013-11-21,45.3995701826458,14.5299
2013-11-22,44.815997533393514,14.44422
2013-11-25,44.72072036616894,14.37996
2013-11-26,44.863636117005804,14.3395
2013-11-27,46.26897433357185,15.10586
